id,restaurant_id,menu_order,menu_name,price_text,price_value,is_main
1,9163742,1,400 소양념갈비,"59,000원",59000,true
2,9163742,2,1++ 9번 한우등심,"72,000원",72000,true
3,9163742,3,400통갈비,"67,000원",67000,true
4,9163742,4,도드람 한돈 삼겹살,"20,000원",20000,true
5,9163742,5,1++ 한우 차돌박이,"37,000원",37000,true
6,9163742,6,한돈 돼지양념구이,"23,000원",23000,true
7,9163742,7,1++ 한우육회 와 구운감태,"35,000원",35000,true
8,9163742,8,서울식 소불고기 전골,"19,000원",19000,true
9,9163742,9,왕갈비탕,"17,000원",17000,true
10,9163742,10,차돌된장찌개,"10,000원",10000,true
11,9163742,11,소고기 국밥,"12,000원",12000,true
12,9163742,12,물냉면/비빔냉면,"9,000원",9000,true
13,9163742,13,한우 우설구이,"38,000원",38000,true
14,33118839,1,(점심특선)윤슬 새싹 육회비빔밥,"15,000원",15000,true
15,33118839,2,(점심특선)윤슬 미나리 육회비빔밥,"15,000원",15000,true
16,33118839,3,윤슬 숙성삼겹살(Sunshine Aged Pork Belly)(150g),"18,000원",18000,true
17,33118839,4,윤슬 숙성목살(Sunshine Aged Pork Neck)(150g),"18,000원",18000,true
18,33118839,5,윤슬 숙성가브리살(Sunshine Aged Pork Collar Butt)(150g),"21,000원",21000,true
19,33118839,6,윤슬 숙성항정살(Sunshine Aged Pork Jowl)(150g),"24,000원",24000,true
20,33118839,7,차돌박이(Beef Brisket)(180g),"34,000원",34000,true
21,33118839,8,소갈비살(Boneless Short Rib)(180g),"36,000원",36000,true
22,33118839,9,LA갈비(LA Galbi)(240g),"42,000원",42000,true
23,33118839,10,소양념갈비(Marinated Short Rib)(250g),"44,000원",44000,true
24,33118839,11,한우부채살(Hanwoo Flap Meat)(130g),"55,000원",55000,true
25,33118839,12,미나리육회(Minari Beef Tartare),"36,000원",36000,true
26,33118839,13,콩스테이크(Soy Steak),"30,000원",30000,true
27,33118839,14,굴전(Korean Oyster Pancake),"30,000원",30000,true
28,33118839,15,물냉면(Cold Noodles Broth),"10,000원",10000,true
29,33118839,16,비빔냉면(Cold noodles spicy),"10,000원",10000,true
30,33118839,17,김치찌개(Kimchi Stew),"10,000원",10000,true
31,33118839,18,된장찌개(Soybean Paste Stew),"10,000원",10000,true
32,33118839,19,계란찜(Steamed Egg),"12,000원",12000,true
33,33118839,20,치즈계란찜(Cheese Steamed Egg),"13,000원",13000,true
34,26822594,1,다올삼겹살 점심특선(기본 : 물냉면 or 비빔냉면),"15,000원",15000,true
35,26822594,2,돼지양념갈비 점심특선(기본 : 물냉면 or 비빔냉면),"18,000원",18000,true
36,26822594,3,돼지양념갈비(250g),"20,000원",20000,true
37,26822594,4,이베리코(150g),"24,000원",24000,true
38,26822594,5,이베리코 점심특선(기본 : 물냉면 or 비빔냉면),"22,000원",22000,true
39,26822594,6,소갈비살 점심특선(기본 : 물냉면 or 비빔냉면),"28,000원",28000,true
40,26822594,7,다올 삼겹살(150g),"18,000원",18000,true
41,26822594,8,차돌박이(150g),"30,000원",30000,true
42,26822594,9,LA갈비(220g),"38,000원",38000,true
43,26822594,10,소양념갈비(250g),"40,000원",40000,true
44,26822594,11,한우육회(130g),"30,000원",30000,true
45,26822594,12,다올 잡채,"25,000원",25000,true
46,26822594,13,김치전,"20,000원",20000,true
47,26822594,14,버섯구이,"15,000원",15000,true
48,26822594,15,계란찜,"12,000원",12000,true
49,25453046,1,유자 유린기,"24,000원",24000,true
50,25453046,2,마라 유린기,"25,000원",25000,true
51,25453046,3,마늘깐풍기,"26,000원",26000,true
52,25453046,4,부추 소금 순살 닭구이,"23,000원",23000,true
53,25453046,5,정통 깐풍기,"25,000원",25000,true
54,25453046,6,닭다리살 야끼우동,"19,000원",19000,true
55,25453046,7,양고기 볶음탄탄면,"20,000원",20000,true
56,25453046,8,푸주 마라 순살 닭구이,"23,000원",23000,true
57,25453046,9,고추장 직화 순살 닭구이,"22,000원",22000,true
58,25453046,10,링귀니 쉬림프 팟타이,"22,000원",22000,true
59,25453046,11,계란새우볶음밥,"13,000원",13000,true
60,14803418,1,안심(200g),"28,900원",28900,true
61,14803418,2,채끝등심(250g),"33,400원",33400,true
62,14803418,3,꽃등심(250g),"31,900원",31900,true
63,10388017,1,치즈닭갈비,"15,000원",15000,true
64,10388017,2,로제닭갈비,"15,000원",15000,true
65,10388017,3,닭갈비,"13,000원",13000,true
66,10388017,4,닭한마리,"15,000원",15000,true
67,4343686,1,가격변동,변동가격,,true
68,4343686,2,Risotto ai funghi con crema di mascarpone,"40,000원",40000,true
69,4343686,3,Lasagne agli spinaci,"42,000원",42000,true
70,4343686,4,Mezze maniche alla norcina,"39,000원",39000,true
71,4343686,5,Fettuccine con bisque al limone,"42,000원",42000,true
72,4343686,6,Don salvo by risto pizza (R),"40,000원",40000,true
73,14090441,1,삼겹살 (150g),"18,000원",18000,true
74,14090441,2,항정살 (150g),"22,000원",22000,true
75,14090441,3,목살 (150g),"18,000원",18000,true
76,14090441,4,가브리살 (150g),"21,000원",21000,true
77,14090441,5,853 고기전,"14,000원",14000,true
78,1174982,1,산삼배양근오골계삼계탕,"31,000원",31000,true
79,1174982,2,산삼배양근삼계탕,"26,000원",26000,true
80,1174982,3,오골계삼계탕,"25,000원",25000,true
81,1174982,4,삼계탕,"20,000원",20000,true
82,1174982,5,닭백숙,"30,000원",30000,true
83,1174982,6,옻계탕,"20,000원",20000,true
84,1174982,7,닭도리탕,"30,000원",30000,true
85,1174982,8,전기구이통닭,"19,000원",19000,true
86,26779314,1,[한정판매]한우마늘곱창(220g),"26,000원",26000,true
87,26779314,2,모듬곱창구이(220g),"28,000원",28000,true
88,26779314,3,[한정판매]한우대파대창(300g),"26,000원",26000,true
89,26779314,4,화덕한우곱창(220g),"26,000원",26000,true
90,26779314,5,막창구이(220g),"23,000원",23000,true
91,26779314,6,염통구이(180g),"18,000원",18000,true
92,26779314,7,곱창전골,"52,000원",52000,true
93,26779314,8,[추천] 불닭볶음면,"5,000원",5000,true
94,14803417,1,모둠 전체(5종),"55,000원",55000,true
