restaurant_id,rating,content
27127922,5.0,"The space, the menu, everything was cute and made me happy! I would love to hear about it when I come to Korea again!"
27127922,4.0,It was delicious and the cute bear drink was great!
27127922,5.0,Cool drinks and beautiful interior 💕
27127922,5.0,The staff were very friendly and the atmosphere was calming but fun. The presentation of everything was beautiful! I recommend stopping by for pretty drinks :)
27127922,5.0,The cafe staff is beautiful
27127922,5.0,It was a beautiful shop and the cake and coffee were delicious.
27127922,5.0,The staff and cafe were amazing. I was able to relax in a nice calm space.
27127922,5.0,"It was a wonderful and cute cafe 🩷
Girls and pink were the best ✨"
27127922,5.0,A moment at Cafe SWAROVSKI
27127922,5.0,Cute luxury space unified in pink
27127922,5.0,"It was my first visit to the store! The shop was pink and very cute, and the staff was kind and had a good time♡"
27127922,5.0,The inside was cute and cute and the cake was delicious and awesome!
27127922,5.0,"The cake was delicious and cute in the store!
The clerks are kind, too."
27127922,5.0,Cute princess experience
27127922,5.0,Pink interior and bears and Ariana Grande are too pretty
27127922,5.0,"It was so cute.
Artistic sweets and drinks.
I want to revisit it again!"
27127922,5.0,"Beautiful cafe, great drinks, and amazing photos!"
27127922,5.0,"Even one person could easily get in.
I recommend it because it is pink and cute. It was Saturday, but it wasn't crowded."
27127922,4.0,Beautiful photo shooting with friends and a good place to change feelings.
27127922,5.0,"The chairs, table and tableware were also very nice to have a high-class feel! The bears placed in the store were also cute♡"
17202019,5.0,"Dubai, United Arab Emirates"
17202019,5.0,"Onion, Café Seul, a must!!"
17202019,2.0,"Disappointed, the setting is nice , the pastries were not so good , at least for people used to pastries ..."
17202019,5.0,My family and I visited here on March 30. There is about a five minute wait to pick out our pastries. Now that I know what they taste like I would’ve waited five hours. There wasn’t a single thing (we tried nine different options) that we did not love. We will be making a second trip back before we leave the area. Everything was fresh and had unique flavors. I can’t tell you that one item was better than the other. Just try a variety you won’t be disappointed.
17202019,5.0,"Manchester, United Kingdom"
17202019,2.0,"Rude Staff, Overhyped Experience"
17202019,5.0,A taste not to be missed
17202019,4.0,"Too much fame.
The bad thing about social media is that traditional places end up losing their charm. 
Obviously we saw it for insta, next to a traditional area of hanoks, now shops .. and we decided to go, first you have to queue, a little while, put 15/20 min, two come out, two come in ..
Once you access they show you where you can sit, in our case on the floor, you settle without shoes and you will ask the counter that is outside, there, if you wear shoes, pick it up and take it... an odyssey for the crowd of people there.

Lovely place, very well kept hanoks

The product, without more, correct 
Not very economical price"
17202019,3.0,Dull but popular cafe
17202019,4.0,Peaceful coffee set back from Bukchon village
17202019,3.0,"Edinburgh, United Kingdom"
17202019,4.0,"My expectations were so high for onion as many people online would highly recommend it.

We had to wait in a long line to get in which is expected for a well known place.

We sat out in the courtyard as most spaces indoors were fully booked and we just wanted to have a quick break from our walk, the weather was perfect either way.

Other than the place being a historical house and looking perfect for pictures the pastries felt a bit dry even though they kept on making new batches."
17202019,5.0,"Must see Seoul! 

Beautiful coffee shop with many homemade pastries (very hearty). Possibility to consume on site around small typical tables."
17202019,4.0,"Leicester, United Kingdom"
17202019,4.0,Nice coffee shop in an old building
17202019,3.0,This place has gone viral and we went bc of the hype. Was fun seeing all the pastries. Line was not long at all. But food is average. None of the pastries were so great. One and done. Would not go back.
17202019,4.0,"Located just off the side street from Yulgok, Onion is a bakery cafe that is located in what looks like was a former temple, and it has kept the design and fee of the area.

They are typically very busy, particularly as it gets after 10am and onwards, people will start lining up for the bread, drinks, and also the feel of the place.

First, due to the area seeming like a former temple, there’s a nice middle area that is just kept very simple, almost like a Zen garden feel.

The entry way and a he bakery are of course operationalized and not of the old temple like feel to it. The front door is where the counter is to pay and such, but to the side of the front door you will need to walk left to get to the bread and baked goods. While they don’t have a huge selection, they have a plentiful variety of different breads. Again, won’t be as much as you may have hoped for, but on par with most smaller bakeries.

Price wise, probably a bit more expensive than other spots, even more so than the more mainstream Paris Bageutte and Tous Les Jour, but not by too much all things considered.

The sitting areas here are all interesting, as there are areas that have that old school bamboo mat fee to them, they have seating that’s in a hallway wooden floor setting like the ones you see in movies where someone will clean it with a rag hunched over moving back and forth. And of course for those not as adventurous they have just standard seating and tables. A seat and area to appeal to all.

The breads I got today were both quite tasty. I think the one I liked better was the dark chocolate croissant, which was flaky, perfectly sweet, and just had that nice doughy texture on the inside. Will definitely get this again if I’m back.

I would recommend visiting Onion, if not for the experience alone of this kind of seating setting, but they also offer delicious baked goods on top of that. I’ll maybe try a drink there next time too."
17202019,4.0,To many tasty options!
17202019,5.0,"Los Angeles, California"
17202019,5.0,The bakery items are well worth the wait-if you can be patient.
27934627,5.0,very nice cafe. good and calm music. the food was good :)
27934627,5.0,Perfect Studio Ghibli café in Seoul - must visit for Studio Ghibli and Kiki fans!
27934627,5.0,"Leeds, United Kingdom"
27934627,5.0,"Derby, United Kingdom"
27934627,5.0,"the place is so stinkin cute!! i love the place and the desserts and drinks are so pretty and yummy! i’m a studio ghibli lover at heart and have been since i was a kid so it’s like a dream come true!! the trinkets are amazing as well, got some stuff from my favorite movies that you wouldn’t really find elsewhere!"
27934627,5.0,"It is cute and recommended!
It is cute with Gigi and Kiki here and there. Desserts are likely to sell out, so we recommend going early."
27934627,5.0,A really lovely cafe a must for any studio ghibli fan especially kiki delivery service ones! Food and drinks were great!
27934627,5.0,if youre a ghibli fan its a must - but be warned they do sell out of things after 3pm !! we arrived at 3:30 and a lot of desserts were sold out 😭
27934627,4.0,It was a cute Ghibli official cafe!!
27934627,5.0,"The cake was a lovely and lovely place! There were also many goods that caught my attention. I want to go to Korea again when I come.
I'm also concerned about rice!"
27934627,5.0,"I had high expectations because I like Ghibli, but it was a great experience and I had a great time beyond my expectations!"
27934627,5.0,"It was awesome, the cake was sweet and the drinks were smooth, easy to drink and the cafe location was just like Corico Café, it was delicious."
27934627,5.0,Cutest cafe ever! Must visit for Studio Ghibli fans :) The interior is decorated so thoughtfully that you’ll want to take pictures of everything. You can listen to the Kiki’s Delivery Service soundtrack whilst enjoying the yummy drinks and treats. There’s also a gift shop!
27934627,5.0,Koriko Cafe was so homie and cute! I enjoyed my visit. I ordered the meat pie set with a strawberry cake. It was yummy ❤️❤️❤️
27934627,5.0,The cafe was really cute and the food was good. I had the dutch baby with fresh strawberry. Next time I'll get the meat pie.
27934627,5.0,"Very cute, lots of space, and staff are kind. Great for Ghibli fans! Drinks and pancake was not too sweet, just right. Oat milk available for lactose intolerant people."
27934627,5.0,"It's so pretty, and there's a lot of stuff that's like the setting in the bookkick movie. It's so cute. The dessert is so pretty, and the music is full of Gibraltar osts."
27934627,4.0,the kiki cafe was so cute and the dessert was so yummy and the drinks were so cute and the jiji ice was adorable and the staff are very friendly i reccomend
27934627,5.0,"The coffee is super beautiful very well decorated, and the pastries/drinks are super beautiful AND good! 
I really recommend!!"
27934627,5.0,Ghibli lovers should go><!!!
8874136,4.0,"Interestingly they do not sell baguettes. They have some scones, tartes and other stuff, including plain croissants. Coffee too. It is an ok place, but with this name we expected something different."
8874136,4.0,"Abu Dhabi, United Arab Emirates"
8874136,4.0,Totally ok cafe with a lot of varied
8874136,5.0,"I was in Seoul with a couple friends from the United States.  This cafe was near our rental apartment and we enjoyed it.  They had a very good selection of pastries, sandwiches and coffee.  The staff was friendly, even though we spoke ZERO Korean and their English was limited.  The cafe has a very nice seating area upstairs with good wifi.  I recommend this place."
8874136,5.0,"Buenos Aires, Argentina"
8874136,4.0,"New York City, New York"
8874136,3.0,"I’m not sure if it was this specific Paris Baguette; in fact, I don’t believe so.  I’ll upload a picture that shows it from the outside so that it is identified correctly.  The place offered the usual standard fare of goodies… I tried a couple of their cookies & they were pretty good.  The place has no Wi-Fi due to availability of super weak lptime."
8874136,4.0,"Quality buns and cake, but more on the pricey side..."
8874136,5.0,Famous Pastries & Bread Of Seoul 🥰🥰🥰
8874136,4.0,"Kuala Lumpur, Malaysia"
8874136,5.0,"Didn’t expect they served breakfast, was just dropping by to buy some gorgeous looking bread but we couldn’t help but ordered some sandwiches & coffee.. surprisingly good."
8874136,4.0,"No disappointment here as you get what you see. It’s baked daily so fresh crispy  and tasty. 
Handy if you’re traveling solo and not very Korean 😉"
8874136,4.0,Rogério - 60+ countries visited
8874136,5.0,"Petaling Jaya, Malaysia"
8874136,4.0,A little pricey but good
8874136,4.0,"Paris Baguette can be found all over South Korea. You are 100% guaranteed to bump into this place somewhere on the street as there are over 2,900 locations. They have sandwiches, cakes, buns, drinks, and pastries. While I was in Korea, I probably came here almost every day to get some breakfast or snack. It’s just convenient and sometimes opens 24 hours.  They even have a few locations in North America, specifically in California, New Jersey, New York, and Pennsylvania."
8874136,4.0,Good For A Basic Sweet Breakfast
8874136,3.0,Good for a quick breakfast
8874136,4.0,Paris Baguette is one of those bakeries that you will never forget with their goods like red bean bread. Their products are fresh and delicious. I wish we had a Paris Baguette place in my country.
8874136,4.0,"London, United Kingdom"
27697272,5.0,Thanks For The Memories
27697272,5.0,"Visited on a Monday morning and it was nice and peaceful at that time.
Plenty of opportunities to take pics without the crowds.
Beautiful place,food and coffee was great."
27697272,4.0,Relaxing by nice waterfalls
27697272,5.0,"Coffee, Friends, and Waterfall Dreams"
27697272,5.0,The most comfortable place to see the waterfall
27697272,4.0,"Edinburgh, United Kingdom"
27697272,5.0,"Guatemala City, Guatemala"
27697272,5.0,"Siquijor Island, Philippines"
27697272,5.0,Beautiful little cafe
27697272,5.0,"Stone Mountain, Georgia"
2228905,5.0,One of the most amazing cafes!
2228905,5.0,A Delicate Pause in Bukchon: Lotus Tea & Kindness
2228905,5.0,Definitely worth a visit
2228905,5.0,"Leeds, United Kingdom"
2228905,5.0,Best experience ever in SK
2228905,5.0,Wonderful Korean Tea House Experience
2228905,5.0,"London, United Kingdom"
2228905,5.0,"Washington DC, District of Columbia"
2228905,5.0,"Rio Rancho, New Mexico"
2228905,4.0,"Newcastle upon Tyne, United Kingdom"
2228905,5.0,Bouffard Pauline laurie
2228905,5.0,A very nice experience for traditional Korean tea.
2228905,5.0,"Went to Bukchon Hanok Village on my second day and after seeing the beautiful hanok, I knew that I need to experience being in one. What great way than sipping on hot tea on a cold day? I didnt know much about the Tea houses in Bukchon so I googled and Cha Masineun Tteul was listed as one of the best tea house in Bukchon. Tried their traditional Korean tea and pumpkin steam cake. Perfect for a cold weather day!"
2228905,4.0,"Manchester, United Kingdom"
2228905,4.0,"After a long walk from the palace to the village, we decide to take a rest over at this beautiful tea house. The tea and dessert have a bit of herbs and flowers added to it. 
Definitely Instagram worthly"
2228905,5.0,A tranquil place to rest your legs and have tea after a long walk
2228905,5.0,"Kuala Lumpur, Malaysia"
2228905,5.0,"Avondale Estates, Georgia"
2228905,4.0,It's a little pricey for us..
2228905,5.0,This place is adorable! It had fantastic tiny tea sets and you got to sit on the floor. There were great views from the seating area also. We went to a couple other tea houses and this one was definitely the best!
3329965,1.0,They don't have Apple Pay or Google Pay!
3329965,5.0,bakery in the station..
3329965,4.0,Yummy food options and for quick takaways.
3329965,4.0,"I love the bagels here.
I visited Korea for the first time in five years and I had decided that I had to try a Paris Baguette bagel, so I enjoyed it.
I stopped in before getting my permanent makeup done.
The store was spacious and had lots of cakes and breads."
3329965,4.0,"Zhongshan District, Taipei"
3329965,1.0,"I had no idea a savory pastry could taste like rubber but it can. I’m no foodie but this is not only overpriced it is quite possibly the worst food I’ve ever bought, anywhere…. It also had a weird burnt flavor with a sickly sweet aftertaste that was bizarrely chemical. It may as well have been plastic. 

They are 100 percent capitalizing on someone else’s culture without putting in any of the work, basic cooking effort, or research. Worst food I have ever spent money on. Don’t go."
3329965,4.0,"Kota Kinabalu, Malaysia"
3329965,3.0,Ok for breakfast but quite pricy
3329965,4.0,Cute bakery with fresh bread and pastries
3329965,3.0,"This place is very convenient with affordable pricing. You will get almost all kinda bread, muffin with different flavours, snacks, chocolates  and so on."
3329965,3.0,"Devon, United Kingdom"
3329965,4.0,"Fayetteville, North Carolina"
3329965,5.0,Very cute place with fresh food
3329965,5.0,"Even though some of their products aren't really french, it feels good to have a croissant or some pastries. You can go there when you have too much Korean food and feel like having some French taste"
3329965,5.0,"Paris Baguette is always a great Breakfast choice in Seoul, love for details, super clean, great Coffee and delicious bakery items"
3329965,5.0,"Dubai, United Arab Emirates"
3329965,5.0,Great for brunch and cake
3329965,5.0,"Swindon, United Kingdom"
3329965,5.0,Awesome and authentic Korean coffee shop chain
3329965,4.0,"Had breakfast for 5 days in a row there. We have found different options every day... sandwiches are really good and the rustic bread with cream cheese is delicious. Since our breakfast was usually about ten minutes before eight o'clock, many items weren't available yet and many shelves were empty. But still, great option for a good breakfast."
7161373,5.0,"I came here for famous waffles. The waffles were warm and filling, coffee was fine, and the place felt cozy. It does get pretty busy at peak hours, but overall it’s a nice spot to sit down and relax for a bit"
7161373,5.0,Was looking for a breakfast spot and saw this on the internet. I haven’t had waffles in awhile so this peaked my interest. I ordered the American Breakfast and it had a variety of items on the player. All were great. The drip coffee was hot and had a good taste. Kudos to the guy that’s makes the waffles
7161373,1.0,"The dining experience at this resort was outstanding! Each meal was a culinary delight, with a diverse menu that catered to every palate. From fresh local seafood to delectable desserts, every dish was beautifully presented and bursting with flavor. The ambiance in the restaurants added to the overall experience, making every meal feel special. Highly recommend indulging in the dining options during your stay"
7161373,5.0,"Los Angeles, California"
7161373,5.0,perfect for sitting back and taking a breath
7161373,3.0,"Kuala Lumpur, Malaysia"
7161373,5.0,"Collingham, United Kingdom"
7161373,4.0,Really good though the food wasn't hot
7161373,1.0,"Said 4 min waiting time but was 30 min even after reminding two times, not much more to say than bad service.."
7161373,5.0,"When you going looking for this ""little"" cafe be sure to look up. Many of the cafes in the area are located on the second or third floor of buildings. We almost missed this little gem on our walk through Myeongdong shopping area. There is actually more then one as like many of the stores in the area, both are really good. Please remember that not everyone speaks English so they have a sign you can point to place an order. Each creation is custom made so it takes a few minutes but it is worth the wait. It is a lot of food for one person so you might want to try a half size or split it with someone."
7161373,5.0,I dream about the mango waffle! Never knew there was such a creation. If you do nothing else in Seoul you must visit this place. Only hope I am lucky enough to get back for another one.
7161373,4.0,Review collected in partnership with this restaurant
7161373,3.0,Looks like a nice place. 20 minutes wait till they do cooking. I could not make myself waiting and left.
7161373,3.0,"Nice cafe with nice waffle! And this is also the first time I see and tried a banana latte (tea and none-coffee drink). We were there for breakfast, the staff did not even tell us they have breakfast/savory menu and we end up with a sweet waffle with fruits and ice cream"
7161373,4.0,"This cafe located right in the middle of myeongdong with a little turn from the main street. It is on top of savoy homan hotel. I loved that this cafe had a homy feeling in it, warm and a bit quite. We had fruit waffle and hot cappucino. The waffle itself was vey good, warm and crispy, but overall was a little too sweet for my liking, maybe because they used canned sweetened fruit, in addition of the sweet whipped cream. Cappucino is great though. If you get tired of shopping in myeongdong you should visit this place to have a nice rest while eating desserts, I mean dessert can be eaten anytime right? At least for me :)"
7161373,2.0,Disappointed with a simple drink
7161373,3.0,Nice place to sit and relax
7161373,5.0,"Dubai, United Arab Emirates"
7161373,5.0,"excellent taste, high price"
7161373,3.0,"Sacramento, California"
5893100,5.0,Coin is THE coffee place in Seoul. Don't miss it!
5893100,4.0,An elegant stop for tea and cakes. Nicely laid out with classic furniture.  My friends reckoned the honey and ginger tea was one of the best they'd had and their shaved ice was pretty good too.  The shop doesn't serve coffee
5893100,5.0,This place is so lovely and cozy. The staff is very friendly and the bingsu is great! A cute place to hang out and relax late in the evening.
5893100,4.0,Mat - Runner & Foodie
5893100,5.0,"Someplace out of time. The host is excellent, the staff cared for. It's so good. It's so good. Coffee a delight, besides in Korea coffee is really amazing everywhere, that's great, and tea a killing, me who is rather coffee, at the corner coffee, frankly I almost converted to tea. Everything is delicate and made to feel good, even the toilet is amazing"
5893100,4.0,"Coffees were hot and miss unfortunately.   Tiramisu was excellent as I could still enjoy the sponge fingers as they were not over soaked as is preferred by a grandchild. Flavour was excellent, strong coffee and dark chocolate.  The shaved ice and mango was a different flavour sensation.  Cappuccinos with a touch of cinnamon were not a great hit. The lattes were okay. Atmosphere  great, service excellent"
5893100,5.0,Charming cafe in fuzzy Myeongdong
5893100,5.0,Good place after shopping
5893100,4.0,Lovely cute restaurant.
5893100,4.0,"We came to this Cafe based on the reviews. Just like any Cafe's in Myeong-dong, the Cafe is on the second floor. Its decor is Victorian style, with different kinds of sofa's, chairs and recliners. With pictures on the walls, the Cafe must have been visited by Korean celebrities. The menu has many choices. We only had coffees and they were good."
5893100,5.0,"Always come here for my tea time as they serve wonderful desserts. Would personally recommend Toast with ice cream as I find the waffle too many fruits , yea it's just me not a fruit lover but if u love fruits go ahead ! Lol. Ladies serving us were nice and friendly too, thanks for the hospitality:)"
5893100,5.0,"Manchester, United Kingdom"
5893100,4.0,"George Town, Malaysia"
5893100,4.0,we went in for some waffles and tea. The place is very cozy like a home. there are many floors and many time of spot to relax. The waffles was delicious and big which we shared among 4 of us. Tea and coffee were great as well. we really like the place!
5893100,5.0,"Kuala Lumpur, Malaysia"
5893100,5.0,huge size and great taste
5893100,4.0,"Manila, Manila, Philippines"
5893100,4.0,Saved me from the cold!
5893100,4.0,"Visited it almost everytime i get into Myeong Dong. It's a small and quiet cafe right opposite Royal hotel. The food is average priced but delicious. I highly recommend the strawberry latte, or the sweet potato latte. For food, i would say the cheese bread (or honey bread) and the Pizza gets to me. Two level sitting allows more privacy for conversation and they have balcony seating for level two, for those who need to smoke :) They are open till quite late at night too.  

http://imgur.com/GMYoq2f (cafe view)
http://imgur.com/IJ99ihN (pizza)"
7376255,4.0,"Nice café, nicely decorated and with delicious drinks! In addition, two sheep live there in a petting zoo (which you can only enter after washing your hands)."
7376255,3.0,"My friends and I had come here for a chill trip. We had ordered 3 baked mushroom pasta, 1 chicken rice and 1 satay burger. The chicken rice and the burger came in around 10 minutes. But the pasta took more than 50 minutes. Though the food might be good, the service one of the worst that I have ever experienced. It was a bad experience for me."
7376255,5.0,The sheep were rlly cute. The cafe owner even gave us some hay to feed them. The sheep area was outside the cafe but the cafe owners were attentive to clean up their poops and urine as soon as possible.
7376255,5.0,"We visited with family and friends.
Thoroughly enjoyed the strawberry bingsoo! 
Resident sheep were clean and friendly."
7376255,1.0,Disgusting Owner Attitude
7376255,1.0,Unnatural habitat for the Sheep
7376255,5.0,This Cafe is Perfect for Ewe! Baaahaha
7376255,4.0,"The variety of food was not impressive but the quality of it was great. This cafe is slightly hard to find but it was worth it as petting the sheep is free as long as you buy food. Some staff were able to speak English too. Overall, it is a great experience for families."
7376255,5.0,Cute sheep and delicious food
7376255,4.0,"London, United Kingdom"
7376255,4.0,"Yorkshire, United Kingdom"
7376255,5.0,Enjoy Yummy Coffee & Play with Sheeps
7376255,1.0,Firstly there are only two sheep! Secondly the cafe seems like a completely separate entity. The cafe is not an animal themed cafe. It seems as though it's just a cafe!!
7376255,5.0,My kids LOVED it here!
7376255,5.0,Camilla Elise H. Finnson
7376255,5.0,"One of the better animal cafes - experience, atmosphere and food"
7376255,3.0,"Abu Dhabi, United Arab Emirates"
7376255,1.0,Please don't go! -- Here's why
7376255,3.0,Unusual cafe in the busy area
7376255,5.0,A quirky & surprisingly economical cafe for sheep lovers!
12868430,5.0,"Enjoy, often go, always go 10G Cafe!"
12868430,5.0,"Coldbrows are delicious. The other is that the menu is poor, but delicious."
12868430,5.0,"Great atmosphere, Quality coffee, bread, salads and desserts."
12868430,5.0,Always warm and friendly coffee shop^^
12868430,5.0,Experience special morning coffee and service with family
12868430,5.0,"Not only 10G drinks, but food is great."
12868430,5.0,Cakes and drinks are delicious. The bar drinks from the summer menu are also beautiful and ice cream tasty! Heart ice on Peanut Edge is cute.
12868430,5.0,Last visit and this time again!! Staff are always friendly and drink coffee lightly. Especially the piece cake is delicious!!
12868430,5.0,"Coffee shop! Thank you always for being kind to you. ☺︎ When you come, you come lightly and avoid the heat."
12868430,5.0,Cafe I want to go again!
12868430,5.0,The best in Yeouido Area
12868430,5.0,"The staff is very friendly and the coffee is delicious!
The cafe inside the hotel is also a good atmosphere.
Desserts, bread, sandwiches, etc."
12868430,5.0,Coffee and sandwiches
12868430,5.0,"The muffins and creampie cookies are delicious. 
I want to keep it fast, so I don't want to buy it a lot. Coldbrough is also clean and delicious!"
12868430,5.0,It's great and the drink is delicious!! Conrad is close to IFC and it's also very accessible! I will visit you often. ~!!!!^^ Quiet and nice
12868430,5.0,"Staff are friendly in a comfortable atmosphere. The coffee is delicious, especially dessert. Evening cake and ice American is delicious!!"
12868430,5.0,"Bakery rice is delicious.
Especially salt bread. There are many cases when you get rid of it early, so you have to hurry. 
All the bread sold except salt bread are delicious. There were many new drinks in the spring menu, but the coffee with strawberry cream was delicious."
12868430,5.0,Conrad Seoul 10G Visit
12868430,5.0,10G cafe where you can have a good time
12868430,5.0,Cafe in the city where you can enjoy delicious coffee and drinks
27491337,5.0,"Dubai, United Arab Emirates"
27491337,5.0,"Great place to have a coffee, matcha latte and their soufflé cakes. Little overcrowded in the afternoon but worth the visit"
27491337,5.0,Beautiful setting - a wonderful stop while in Seoul.
27491337,5.0,"I marked this spot for a must visit place in Seoul for a while until we were finally there last December. There was a little accident with my son mis stepped entering the store and got his shoes wet. The store was beautifully designed and interiorly thoughtful. Young, sleek, modern, comfortable and yet had subtle traditional Korean touch. We were happy that we scored their table that had miniature pond in the middle. We ordered the Matcha fromage cake and the Black sesame fromage cake with a couple of lattes. The lattes were good, quite strong but not too overpowering. The cakes were excellent. Definitely a must visit in Seoul"
27491337,4.0,"Leicester, United Kingdom"
27491337,5.0,Beautiful and perfect coffee
27491337,5.0,"Most ""Instagrammable"" Cafe"
27491337,3.0,"It’s a self service cafe.  If you want to dine in, you need to find your table before placing your order.  We tried the original stone dip coffee, Tangerine sparkle and a Black Sesame Fromage Cake.  Coffee is good, but the cake is just so so and expensive.  Not a comfortable place for a coffee break."
27491337,5.0,Great coffee and cakes!
27491337,5.0,Tranquil Cafe with Lush Decor and Decadent Desserts
27491337,5.0,"The coffee not only looks good from the outside, but also from the inside. The staff was super nice and the drink was incredibly tasty. In summer it is well air-conditioned so that you can spend some time there relaxing alone or with friends"
27491337,5.0,Very aesthetic coffee
12871134,5.0,"Caperata (I love coffee furniture too much, but this place is bubble-rich and intense)"
12871134,5.0,Interesting hidden cafe.
12871134,5.0,"London, United Kingdom"
12871134,5.0,"New South Wales, Australia"
12871134,5.0,Still one of the best cafes in Seoul for me
12871134,5.0,I vote best cafe in Seoul
12871134,4.0,Cute but wish I had more information
12871134,5.0,This is a special coffee house
